"station_id","name","latitude","longitude","elevation","country","provider"
2939,"Grubhof_St_Martin","47.57750","12.69972","630","Austria","AT_HZB"
2938,"Lambruisse","44.03900","6.44067","1123","France","FR_METEOFRANCE"
2937,"Zuoz","46.60458","9.96266","1710","Switzerland","CH_SLF"
2936,"St_Pankraz","47.76889","14.18028","598","Austria","AT_HZB"
2935,"S_Genesio_Atesino_Osservatore","46.53911","11.32948","1140","Italy","IT_BZ"
2934,"Oggau","47.83444","16.66750","120","Austria","AT_HZB"
2933,"Montmin","45.80233","6.25900","1050","France","FR_METEOFRANCE"
2932,"St_Johann_am_Walde","48.12250","13.28000","629","Austria","AT_HZB"
2931,"Gryon","46.27694","7.06917","1146","Switzerland","CH_METEOSWISS"
2930,"Kaufering","48.09160","10.86090","585","Germany","DE_DWD"
2929,"Zermatt_CH_METEOSWISS","46.02927","7.75244","1638","Switzerland","CH_METEOSWISS"
2928,"Gessertshausen_Wollishausen","48.32440","10.70620","483","Germany","DE_DWD"
2927,"Waldneukirchen","47.99361","14.25722","440","Austria","AT_HZB"
2925,"Bessans_clim","45.31900","6.99050","1715","France","FR_METEOFRANCE"
2924,"Col_des_Mosses","46.39152","7.09825","1412","Switzerland","CH_METEOSWISS"
2923,"Harthausen_Kreis_Zollernalb","48.20000","9.16670","737","Germany","DE_DWD"
2922,"Semriach","47.22306","15.39194","700","Austria","AT_HZB"
2921,"Ruhpolding","47.73100","12.66100","692","Germany","DE_DWD"
2920,"Grossdietwil_Stampfi","47.15126","7.88535","710","Switzerland","CH_METEOSWISS"
2918,"Steingaden_Lauterbach","47.71120","10.87580","782","Germany","DE_DWD"
2917,"Diga_di_Neves_Osservatore","46.94142","11.78709","1860","Italy","IT_BZ"
2916,"Grachen","46.19532","7.83682","1605","Switzerland","CH_METEOSWISS"
2915,"Gmund","48.76417","14.97972","498","Austria","AT_HZB"
2914,"Hochgleinz","46.80583","15.33222","340","Austria","AT_HZB"
2913,"Gedersberg","47.01056","15.38917","390","Austria","AT_HZB"
2912,"St_christophe_38375001","44.94067","6.18617","1570","France","FR_METEOFRANCE"
2911,"Groste_","46.21773","10.88976","2265","Italy","IT_TN"
2910,"Hohenbrunn","48.05130","11.68170","565","Germany","DE_DWD"
2909,"Semsales","46.57598","6.93130","874","Switzerland","CH_METEOSWISS"
2908,"Panarotta","46.05018","11.31989","1775","Italy","IT_TN"
2907,"Bockstein","47.08722","13.11583","1140","Austria","AT_HZB"
2906,"Fussach","47.48167","9.66500","400","Austria","AT_HZB"
2905,"Bottingen","48.10630","8.80320","928","Germany","DE_DWD"
2904,"Hrusica_pri_colu","45.86419","14.11650","872","Slovenia","SI_ARSO"
2903,"Hollenthon","47.59083","16.26333","685","Austria","AT_HZB"
2902,"Navis","47.13444","11.54556","1385","Austria","AT_HZB"
2901,"Ritom_Piora","46.52719","8.67216","1800","Switzerland","CH_SLF"
2900,"Gangkofen_Klaranlage_","48.43270","12.57140","434","Germany","DE_DWD"
2899,"Puy_st_vincent","44.82383","6.49000","1380","France","FR_METEOFRANCE"
2898,"Sierre","46.29847","7.55724","536","Switzerland","CH_METEOSWISS"
2897,"Log_pod_mangartom","46.40500","13.60667","648","Slovenia","SI_ARSO"
2896,"Fusine_Val_Romana","46.48920","13.67390","850","Italy","IT_FVG"
2895,"Schuttertal_Schweighausen","48.21880","7.95970","398","Germany","DE_DWD"
2894,"Leiblfing","48.76540","12.51210","365","Germany","DE_DWD"
2893,"Le_monetier_les_bains","44.96950","6.50850","1459","France","FR_METEOFRANCE"
2892,"Neukirchen_am_Walde","48.40833","13.77583","555","Austria","AT_HZB"
2890,"Bad_Schonau","47.49528","16.23056","474","Austria","AT_HZB"
2889,"Durrnberg","47.66806","13.09194","726","Austria","AT_HZB"
2888,"Zelting","46.70611","16.02167","200","Austria","AT_HZB"
2887,"Postalm","47.65361","13.43167","1170","Austria","AT_HZB"
2886,"Huisheim","48.81340","10.69480","490","Germany","DE_DWD"
2885,"Bleistatter_Moor","46.69833","14.04639","510","Austria","AT_HZB"
2884,"Wangen_Allgau","47.68160","9.86000","588","Germany","DE_DWD"
2883,"Schoneben_Gugu","48.53472","14.74111","908","Austria","AT_HZB"
2882,"Rheinstetten","48.97260","8.33010","116","Germany","DE_DWD"
2881,"Neuchatel","47.00005","6.95328","485","Switzerland","CH_METEOSWISS"
2880,"Au_am_Rhein","48.95010","8.23240","109","Germany","DE_DWD"
2879,"Puy_st_vincent_1600","44.81750","6.48483","1680","France","FR_METEOFRANCE"
2878,"Punt_la_Drossa","46.65375","10.18999","1713","Switzerland","CH_METEOSWISS"
2877,"Welzheim","48.87090","9.64360","485","Germany","DE_DWD"
2876,"Trenta","46.38277","13.75859","622","Slovenia","SI_ARSO"
2875,"Waidhofen_an_der_Thaya","48.80500","15.27417","498","Austria","AT_HZB"
2874,"Murren_CH_METEOSWISS","46.55806","7.89089","1641","Switzerland","CH_METEOSWISS"
2873,"Diex","46.74417","14.61722","1150","Austria","AT_HZB"
2872,"Oberkappel","48.55333","13.76750","522","Austria","AT_HZB"
2871,"Passo_brocon_malga_marande","46.11668","11.66327","1608","Italy","IT_TN"
2870,"Neuhausen_ob_Eck_Unterschwandorf","47.95190","8.99320","663","Germany","DE_DWD"
2869,"Bozel","45.43617","6.64267","865","France","FR_METEOFRANCE"
2868,"Heiligenblut","47.03667","12.85194","1380","Austria","AT_HZB"
2867,"Albiez","45.20933","6.33800","1540","France","FR_METEOFRANCE"
2866,"Schenkenfelden","48.50500","14.35889","745","Austria","AT_HZB"
2865,"Hilgertshausen_Tandern","48.43120","11.34140","503","Germany","DE_DWD"
2864,"Lenggries","47.68000","11.58260","698","Germany","DE_DWD"
2863,"Tragwein","48.32750","14.62667","455","Austria","AT_HZB"
2860,"Ziri","46.04845","14.12450","498","Slovenia","SI_ARSO"
2859,"Goscheneralp_CH_METEOSWISS","46.64753","8.50002","1745","Switzerland","CH_METEOSWISS"
2858,"Winterthur_Seen","47.47468","8.76318","506","Switzerland","CH_METEOSWISS"
2857,"Gutsch_Andermatt","46.65244","8.61505","2283","Switzerland","CH_METEOSWISS"
2856,"Wiggensbach_Schachen","47.77380","10.22770","755","Germany","DE_DWD"
2855,"Les_contamines_montjoie","45.78850","6.69317","1780","France","FR_METEOFRANCE"
2854,"San_Candido_Osservatore","46.73299","12.27986","1236","Italy","IT_BZ"
2853,"Reisbach_Haberskirchen","48.50930","12.65040","430","Germany","DE_DWD"
2852,"Landquart_CH_SLF","46.96626","9.55545","520","Switzerland","CH_SLF"
2851,"Rauhod_bei_Schonstett","48.00000","12.26670","493","Germany","DE_DWD"
2849,"Redlschlag","47.43833","16.28944","704","Austria","AT_HZB"
2848,"Sinji_vrh","45.45045","15.17041","365","Slovenia","SI_ARSO"
2846,"Olivone","46.52873","8.93633","890","Switzerland","CH_METEOSWISS"
2845,"Sonthofen_Flussmeisterstelle_","47.52190","10.26130","730","Germany","DE_DWD"
2844,"Geretsberg","48.09528","12.95111","505","Austria","AT_HZB"
2842,"Laufenburg","47.54771","8.05442","329","Switzerland","CH_METEOSWISS"
2841,"Montenol","47.35385","7.15290","694","Switzerland","CH_METEOSWISS"
2840,"Horgen","47.26578","8.58547","445","Switzerland","CH_METEOSWISS"
2839,"Leskovica","46.14861","14.08778","805","Slovenia","SI_ARSO"
2838,"Matta_Frauenkirch","46.76685","9.79004","1655","Switzerland","CH_SLF"
2837,"Besse","45.06917","6.16833","1536","France","FR_METEOFRANCE"
2836,"Les_Rangiers","47.38451","7.21932","856","Switzerland","CH_METEOSWISS"
2835,"Vilsbiburg","48.45270","12.33820","461","Germany","DE_DWD"
2834,"Steinhausen_Englisweiler","48.01940","9.94460","663","Germany","DE_DWD"
2833,"Ottensheim","48.33000","14.17111","264","Austria","AT_HZB"
2832,"Freiburg_im_Breisgau_Herdern","48.01300","7.85880","255","Germany","DE_DWD"
2831,"Bessans","45.31900","6.99050","1713","France","FR_METEOFRANCE"
2830,"Hayingen","48.27380","9.47450","665","Germany","DE_DWD"
2829,"Courtepin","46.86007","7.12757","565","Switzerland","CH_METEOSWISS"
2828,"Eimeldingen","47.62880","7.59590","264","Germany","DE_DWD"
2827,"Kneske_ravne","46.21568","13.82940","739","Slovenia","SI_ARSO"
2826,"Dischingen_Egauwasserwerk_","48.68180","10.36350","460","Germany","DE_DWD"
2825,"Seewis","46.98936","9.63816","950","Switzerland","CH_METEOSWISS"
2824,"Montreux_Clarens","46.44245","6.89938","405","Switzerland","CH_METEOSWISS"
2823,"Dietikon","47.41356","8.40446","384","Switzerland","CH_METEOSWISS"
2822,"Matzen","48.39722","16.70000","170","Austria","AT_HZB"
2821,"Rohrmoos_Grossinzemoos","48.33740","11.42280","495","Germany","DE_DWD"
2820,"Reallon_nivo","44.57500","6.35167","1717","France","FR_METEOFRANCE"
2819,"St_Antonien_CH_SLF","46.97391","9.83408","1510","Switzerland","CH_SLF"
2818,"Chasseron","46.85047","6.53772","1605","Switzerland","CH_METEOSWISS"
2817,"Jaunpass","46.59347","7.33946","1520","Switzerland","CH_SLF"
2816,"Gronenbach_Thal","47.87940","10.25520","676","Germany","DE_DWD"
2815,"Kranj","46.23671","14.35050","394","Slovenia","SI_ARSO"
2814,"Weissbriach","46.67833","13.26556","800","Austria","AT_HZB"
2813,"Todtnau","47.83160","7.94740","657","Germany","DE_DWD"
2812,"St_christol","44.03767","5.48900","836","France","FR_METEOFRANCE"
2810,"Jeronim","46.26709","14.95288","760","Slovenia","SI_ARSO"
2809,"Innerlaterns","47.25694","9.74306","1025","Austria","AT_HZB"
2808,"St_Corona_am_Wechsel","47.58083","16.01667","870","Austria","AT_HZB"
2807,"S_Cassiano_Osservatore","46.56871","11.93646","1545","Italy","IT_BZ"
2806,"Nickelsdorf","47.94472","17.08944","130","Austria","AT_HZB"
2805,"Pradibosco","46.50944","12.68889","1230","Italy","IT_FVG"
2804,"Deutschkreutz","47.59417","16.63944","175","Austria","AT_HZB"
2803,"Cirkulane","46.34500","15.99889","241","Slovenia","SI_ARSO"
2802,"Pollau_Zentralstation_","47.32667","15.80861","525","Austria","AT_HZB"
2801,"Hettenshausen","48.51120","11.50280","435","Germany","DE_DWD"
2800,"Montagnier_Bagnes","46.07102","7.22529","839","Switzerland","CH_METEOSWISS"
2799,"Wald_Tanne","47.42014","9.51975","1075","Switzerland","CH_METEOSWISS"
2798,"Lessach","47.18972","13.80889","1190","Austria","AT_HZB"
2797,"Kernhof","47.82306","15.51694","751","Austria","AT_HZB"
2796,"Hinterstoder","47.70056","14.15750","590","Austria","AT_HZB"
2795,"Ermatingen","47.67170","9.08818","400","Switzerland","CH_METEOSWISS"
2794,"Eichstatt_Landershofen","48.87770","11.23490","384","Germany","DE_DWD"
2793,"Mariaposching","48.83330","12.81670","315","Germany","DE_DWD"
2792,"Rovte","45.98639","14.17806","700","Slovenia","SI_ARSO"
2791,"Podljubelj","46.40043","14.28884","680","Slovenia","SI_ARSO"
2790,"Obstalden","47.11388","9.16340","689","Switzerland","CH_METEOSWISS"
2789,"Fluhli_LU","46.88944","8.02032","939","Switzerland","CH_METEOSWISS"
2788,"Kaunertal_Vergotschen","47.04306","10.75306","1269","Austria","AT_HZB"
2787,"Baindt","47.84130","9.66060","467","Germany","DE_DWD"
2786,"Piancavallo","46.10690","12.51610","1280","Italy","IT_FVG"
2785,"Urnasch","47.31206","9.27979","825","Switzerland","CH_METEOSWISS"
2784,"Zurich_Albishof","47.35768","8.51411","453","Switzerland","CH_METEOSWISS"
2783,"Agnieres_en_devoluy","44.68783","5.87150","1262","France","FR_METEOFRANCE"
2782,"Kandel_Schwarzwald","48.06380","8.01830","1172","Germany","DE_DWD"
2781,"Weisweil_Waldeckhof","48.18800","7.69770","173","Germany","DE_DWD"
2780,"Muhleturnen","46.81406","7.50795","574","Switzerland","CH_METEOSWISS"
2779,"Aibling_Bad_Ellmosen","47.87800","12.02390","509","Germany","DE_DWD"
2778,"St_colomban_des_villards","45.28917","6.22533","1085","France","FR_METEOFRANCE"
2777,"Ulrichskirchen","48.39889","16.49472","183","Austria","AT_HZB"
2776,"Fischbachau_Birkenstein","47.71470","11.96440","853","Germany","DE_DWD"
2775,"Baiersbronn_Zwickgabel","48.58790","8.31850","548","Germany","DE_DWD"
2774,"Ering","48.30080","13.13980","340","Germany","DE_DWD"
2773,"Riedholz_Wallierhof","47.23428","7.56268","518","Switzerland","CH_METEOSWISS"
2772,"Aiglsbach","48.69290","11.70220","405","Germany","DE_DWD"
2771,"Scharfling","47.80083","13.39278","480","Austria","AT_HZB"
2770,"Rohrnbach_Reisersberg","48.77890","13.49460","533","Germany","DE_DWD"
2769,"Grafling","48.89600","12.97630","445","Germany","DE_DWD"
2768,"Grimentz_CH_SLF","46.18476","7.57994","1560","Switzerland","CH_SLF"
2767,"Marklkofen_Betriebsstelle_Vilstalsee_","48.55870","12.57190","400","Germany","DE_DWD"
2766,"Mannersdorf_an_der_Rabnitz","47.42333","16.51889","252","Austria","AT_HZB"
2765,"Buchs_Aarau","47.38438","8.07953","386","Switzerland","CH_METEOSWISS"
2764,"Herbetswil","47.29670","7.58792","544","Switzerland","CH_METEOSWISS"
2763,"Iskrba","45.56146","14.86279","532","Slovenia","SI_ARSO"
2762,"Gundelfingen_Donau_Petersworth","48.53070","10.36960","432","Germany","DE_DWD"
2761,"Ingolstadt_Flussmeisterstelle_","48.76620","11.45390","360","Germany","DE_DWD"
2760,"Waakirchen_Demmelberg","47.75640","11.69280","815","Germany","DE_DWD"
2759,"Stadtschlaining","47.32611","16.27389","424","Austria","AT_HZB"
2758,"Rosenheim_Flussbauamt_","47.85600","12.13880","446","Germany","DE_DWD"
2757,"Weil_im_Schonbuch","48.62740","9.07140","431","Germany","DE_DWD"
2756,"Ljubljana_bezigrad","46.06581","14.51709","299","Slovenia","SI_ARSO"
2755,"Gschwend_Kr_Ostalb","48.93540","9.73640","492","Germany","DE_DWD"
2754,"Bayersoien_Bad","47.69190","10.99560","812","Germany","DE_DWD"
2753,"Palling_Lampertsham","47.99160","12.68580","563","Germany","DE_DWD"
2750,"Andelfingen","47.60161","8.68609","382","Switzerland","CH_METEOSWISS"
2749,"Langenenslingen_Ittenhausen","48.19940","9.33270","777","Germany","DE_DWD"
2748,"Aying_Kleinhelfendorf","47.94220","11.81030","641","Germany","DE_DWD"
2747,"Valles_osservatore","46.83866","11.63070","1352","Italy","IT_BZ"
2746,"Feilnbach_Bad","47.76880","12.01860","530","Germany","DE_DWD"
2745,"Allenwinden_TG","47.38695","8.94584","865","Switzerland","CH_METEOSWISS"
2744,"Berglen_Birkenweissbuch","48.84980","9.48810","402","Germany","DE_DWD"
2743,"Fellbach","48.81220","9.27210","280","Germany","DE_DWD"
2742,"Roia_di_Fuori_Osservatore","46.80959","10.48411","1833","Italy","IT_BZ"
2741,"Inneralpbach","47.37361","11.96556","1040","Austria","AT_HZB"
2740,"La_norma","45.18650","6.69267","1960","France","FR_METEOFRANCE"
2739,"Seewiesen","47.62167","15.27278","980","Austria","AT_HZB"
2738,"Anger_Stoissberg","47.80300","12.81920","830","Germany","DE_DWD"
2737,"Engelberg_CH_SLF","46.81888","8.42401","1023","Switzerland","CH_SLF"
2736,"Ulm","48.38370","9.95240","567","Germany","DE_DWD"
2735,"Wildbad_Bad_Calmbach","48.78480","8.57640","385","Germany","DE_DWD"
2734,"Zobern","47.51444","16.13028","590","Austria","AT_HZB"
2732,"Flattnitz","46.94139","14.03694","1430","Austria","AT_HZB"
2731,"Rottweil","48.18140","8.63560","588","Germany","DE_DWD"
2730,"Knape","46.21879","14.25864","428","Slovenia","SI_ARSO"
2729,"Balderschwang","47.46500","10.10430","1037","Germany","DE_DWD"
2728,"Rietholz","47.37462","9.01303","715","Switzerland","CH_METEOSWISS"
2727,"St_Margrethenberg","46.98163","9.50728","1190","Switzerland","CH_SLF"
2726,"Schneizlreuth_Weissbach","47.72190","12.77160","630","Germany","DE_DWD"
2725,"Ligist","46.98833","15.20861","370","Austria","AT_HZB"
2724,"Schussenried_Bad_Olzreute","48.01110","9.68570","586","Germany","DE_DWD"
2723,"Murnau","47.66890","11.22380","624","Germany","DE_DWD"
2722,"Radfeld","47.44472","11.90056","514","Austria","AT_HZB"
2721,"Andermatt_CH_METEOSWISS","46.63092","8.58054","1438","Switzerland","CH_METEOSWISS"
2720,"Oberreichenbach","48.73660","8.65610","646","Germany","DE_DWD"
2719,"Dietersburg","48.49960","12.92580","398","Germany","DE_DWD"
2718,"Ettal_Graswang","47.57280","11.02640","867","Germany","DE_DWD"
2717,"Sallneck","47.72220","7.77410","610","Germany","DE_DWD"
2716,"Brunngraben","47.72639","15.28833","710","Austria","AT_HZB"
2715,"Oberiberg_CH_SLF","47.03995","8.77870","1060","Switzerland","CH_SLF"
2714,"Locherberg","48.43330","8.16670","328","Germany","DE_DWD"
2712,"Kirchheim_Teck","48.63980","9.44500","331","Germany","DE_DWD"
2711,"Val_frejus","45.15350","6.65883","2208","France","FR_METEOFRANCE"
2710,"Neuhofen_an_der_Krems","48.13361","14.22250","326","Austria","AT_HZB"
2709,"Kamniska_bistrica","46.32957","14.59047","615","Slovenia","SI_ARSO"
2708,"Dinkelscherben","48.34730","10.59150","460","Germany","DE_DWD"
2707,"Nikolsdorf","46.78694","12.90472","650","Austria","AT_HZB"
2706,"Steinkirchen_Hofstarring","48.37730","12.09270","485","Germany","DE_DWD"
2705,"Tremalzo","45.84167","10.68414","1550","Italy","IT_TN"
2704,"Monichkirchner_Schwaig","47.51889","16.00833","1188","Austria","AT_HZB"
2703,"Marmorera","46.51050","9.63461","1695","Switzerland","CH_METEOSWISS"
2702,"Blumenstein","46.74425","7.52055","655","Switzerland","CH_METEOSWISS"
2701,"Kobersdorf","47.59806","16.39611","333","Austria","AT_HZB"
2700,"Jungholz","47.57306","10.45611","1118","Austria","AT_HZB"
2699,"Leinau","47.91160","10.61240","663","Germany","DE_DWD"
2698,"Vosendorf","48.11944","16.34583","190","Austria","AT_HZB"
2697,"Stans","46.96920","8.34555","439","Switzerland","CH_METEOSWISS"
2696,"Escholzmatt","46.90349","7.93540","840","Switzerland","CH_METEOSWISS"
2695,"St_Johann_im_Walde","46.90500","12.62583","750","Austria","AT_HZB"
2694,"Bernex","46.33800","6.70483","1535","France","FR_METEOFRANCE"
2693,"St_christophe_38375400","44.94133","6.18633","1570","France","FR_METEOFRANCE"
2692,"S_Bernardino","46.46355","9.18468","1638","Switzerland","CH_METEOSWISS"
2691,"Santis","47.24943","9.34340","2502","Switzerland","CH_METEOSWISS"
2690,"Kaisersbach_Cronhutte","48.91710","9.68720","489","Germany","DE_DWD"
2689,"Weissenbach_bei_Modling","48.09389","16.20778","388","Austria","AT_HZB"
2688,"Guglwald","48.58833","14.17056","727","Austria","AT_HZB"
2687,"Effretikon","47.43882","8.70251","478","Switzerland","CH_METEOSWISS"
2686,"Elzach_Fisnacht","48.20120","8.10890","440","Germany","DE_DWD"
2685,"Kendlbruck","47.07028","13.88139","940","Austria","AT_HZB"
2684,"Kaufbeuren","47.86520","10.60070","716","Germany","DE_DWD"
2683,"Mindelheim","48.06490","10.48350","590","Germany","DE_DWD"
2682,"Vils","47.55167","10.63833","810","Austria","AT_HZB"
2681,"Raubling_Pfraundorf","47.81080","12.12540","449","Germany","DE_DWD"
2680,"Nesseltal_bei_Bayrischzell","47.63330","12.03330","899","Germany","DE_DWD"
2679,"Langenargen_Oberdorf","47.61940","9.57720","416","Germany","DE_DWD"
2678,"Horzendorf","46.73444","14.33111","475","Austria","AT_HZB"
2677,"Letalisce_jozeta_pucnika_ljubljana","46.21170","14.48318","362","Slovenia","SI_ARSO"
2676,"Radegunda","46.36644","14.93775","794","Slovenia","SI_ARSO"
2675,"Freudenstadt","48.45370","8.40910","797","Germany","DE_DWD"
2673,"Gersthofen","48.45000","10.88330","455","Germany","DE_DWD"
2672,"Freissinieres","44.74233","6.50200","1320","France","FR_METEOFRANCE"
2670,"Gmunden_Traundorf","47.93667","13.80694","456","Austria","AT_HZB"
2669,"Schwarzsee_Bad","46.66545","7.27426","1060","Switzerland","CH_METEOSWISS"
2668,"Zusmarshausen","48.42430","10.59300","443","Germany","DE_DWD"
2667,"Amerang_Kammer","48.00270","12.31320","530","Germany","DE_DWD"
2665,"Anterselva_di_Mezzo_Osservatore","46.86072","12.10090","1236","Italy","IT_BZ"
2664,"Kirchdorf_im_Wald","48.91070","13.26950","693","Germany","DE_DWD"
2663,"Sodrazica","45.76322","14.64295","542","Slovenia","SI_ARSO"
2662,"Zgornje_jezersko","46.39197","14.50379","876","Slovenia","SI_ARSO"
2661,"Lasberg","48.48833","14.51528","575","Austria","AT_HZB"
2660,"Furstenzell_Hohenstadt_Bad","48.49970","13.31840","355","Germany","DE_DWD"
2659,"Fortezza_Osservatore","46.77830","11.63225","725","Italy","IT_BZ"
2658,"Freiburg_im_Breisgau_Schlierberg","47.97350","7.83380","285","Germany","DE_DWD"
2657,"St_alban_des_vi","45.30300","6.24033","1100","France","FR_METEOFRANCE"
2656,"Koppigen","47.11885","7.60548","485","Switzerland","CH_METEOSWISS"
2655,"Bischofswiesen_Engedey","47.61410","12.94700","592","Germany","DE_DWD"
2654,"Furth_Harras","47.98139","15.91500","488","Austria","AT_HZB"
2653,"Freiburg_im_Breisgau_Haslach","47.99470","7.82440","255","Germany","DE_DWD"
2652,"Andalo","46.17146","11.00102","1047","Italy","IT_TN"
2651,"Samedan_CH_SLF","46.53297","9.86621","1750","Switzerland","CH_SLF"
2650,"San_Bernardino","46.46351","9.18462","1640","Switzerland","CH_SLF"
2648,"Uttenweiler_Ahlen","48.12490","9.65100","612","Germany","DE_DWD"
2647,"Finhaut","46.08287","6.97534","1242","Switzerland","CH_METEOSWISS"
2646,"Carpentras","44.08350","5.05300","99","France","FR_METEOFRANCE"
2645,"Ricken","47.26262","9.05969","836","Switzerland","CH_METEOSWISS"
2643,"Glanegg","47.74944","13.01750","450","Austria","AT_HZB"
2642,"Ste_foy_tarentaise","45.60117","6.88550","1230","France","FR_METEOFRANCE"
2641,"Pentling_Matting","48.96340","12.00710","346","Germany","DE_DWD"
2640,"Sattel_SZ","47.08107","8.63695","790","Switzerland","CH_METEOSWISS"
2639,"Seythenex","45.70783","6.27250","1159","France","FR_METEOFRANCE"
2637,"Noreia","47.01444","14.52889","1060","Austria","AT_HZB"
2635,"Arolla","46.02814","7.48030","2070","Switzerland","CH_SLF"
2634,"Wultendorf","48.66167","16.46583","232","Austria","AT_HZB"
2633,"Longirod","46.49612","6.25829","900","Switzerland","CH_METEOSWISS"
2632,"Neresheim_Stetten","48.77120","10.27940","552","Germany","DE_DWD"
2631,"Berwang","47.40778","10.75111","1295","Austria","AT_HZB"
2630,"Muhr","47.10833","13.47361","1110","Austria","AT_HZB"
2629,"Biere","46.52489","6.34239","683","Switzerland","CH_METEOSWISS"
2628,"Chateau_d_Oex","46.47981","7.13966","1028","Switzerland","CH_METEOSWISS"
2627,"Zurich_Bot_Garten","47.37089","8.53464","410","Switzerland","CH_METEOSWISS"
2626,"Winterbach_Rems_Murr_Kreis","48.80310","9.46990","240","Germany","DE_DWD"
2625,"Nexing","48.49139","16.66000","201","Austria","AT_HZB"
2624,"Maia_Alta_Osservatore","46.65782","11.18323","334","Italy","IT_BZ"
2623,"Val_noana_diga","46.13872","11.83929","1020","Italy","IT_TN"
2622,"Karlshuld","48.67650","11.29610","374","Germany","DE_DWD"
2621,"Hindelang_Hinterstein","47.48620","10.38510","834","Germany","DE_DWD"
2620,"Meiringen","46.73223","8.16924","588","Switzerland","CH_METEOSWISS"
2619,"Plata_Osservatore","46.82285","11.17697","1130","Italy","IT_BZ"
2618,"Sentilj_v_sl_goricah","46.68861","15.64472","306","Slovenia","SI_ARSO"
2617,"Ennsbach","48.14806","15.02806","244","Austria","AT_HZB"
2616,"Backnang","48.95460","9.43360","291","Germany","DE_DWD"
2615,"Witzwil","46.99887","7.05256","433","Switzerland","CH_METEOSWISS"
2613,"Marmolada","46.43745","11.87840","2925","Italy","IT_TN"
2612,"Pra_loup","44.35600","6.58417","2100","France","FR_METEOFRANCE"
2611,"Beromunster","47.20731","8.19363","642","Switzerland","CH_METEOSWISS"
2610,"Bernbeuren_Prachtsried","47.73880","10.74480","936","Germany","DE_DWD"
2609,"Sevno","45.98002","14.92853","501","Slovenia","SI_ARSO"
2607,"Ebnat_Kappel","47.27339","9.10849","623","Switzerland","CH_METEOSWISS"
2606,"Frastanz","47.21667","9.63583","487","Austria","AT_HZB"
2605,"Buffalora","46.64814","10.26719","1968","Switzerland","CH_METEOSWISS"
2604,"Vojsko","46.02570","13.90673","1065","Slovenia","SI_ARSO"
2603,"Kleinvolderberg","47.27361","11.54139","660","Austria","AT_HZB"
